"","X","Symbol","Name","Sector","Price","Price.Earnings","Dividend.Yield","Earnings.Share","X52.Week.Low","X52.Week.High","Market.Cap","EBITDA.x","Price.Sales","Price.Book","SEC.Filings","Debt","Rev_Growth","EBITDA.y","Leverage","Beta"
"11",11,"ADM","Archer-Daniels-Midland Co","Consumer Staples",41.35,17.5,3.18,2.17,47.44,38.59,23594770663,2.93e+09,0.52478915,1.29,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADM",6730,5.23,2.93e+09,2.3,0.697530260973316
"12",12,"ADP","Automatic Data Processing","Information Technology",108.25,29.3,2.22,3.85,125.24,95.5,50337702249,2767400000,4.0483294,12.86,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADP",2002.4,8.21,2767400000,0.72,1.03333765426179
"13",13,"ADS","Alliance Data Systems","Information Technology",240.6,13,0.92,14.13,278.33,209,13632608582,2143200000,1.7282298,8.28,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADS",16773.7,2.07,2143200000,7.83,1.28431290275069
"14",14,"ADSK","Autodesk Inc","Information Technology",104.81,-77.1,0,-2.61,131.1,81.75,24348294504,-378100000,16.50682,224.13,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADSK",1587.8,20.42,-378100000,-4.2,1.69015056391734
"15",15,"AEE","Ameren Corp","Utilities",52.59,20.4,3.44,2.68,64.89,51.81,12905744906,2.3e+09,2.693119,1.79,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEE",7614,2.33,2.3e+09,3.31,0.344417073618171
"16",16,"AEP","American Electric Power","Utilities",63.38,17.3,3.85,1.24,78.07,62.69,31701916517,4450800000,2.7489934,1.81,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP",20869.8,5.2,4450800000,4.69,0.244933176763724
"17",17,"AES","AES Corp","Utilities",10.06,10,4.96,-1.72,12.05,10,6920851212,3e+09,0.65951383,2.2,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES",18088,-5.9,3e+09,6.03,0.775931434288373
"18",18,"AFL","AFLAC Inc","Financials",83.25,12.2,2.43,11.01,91.73,68.8,33422948000,0,1.5429344,1.53,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL",5279,-0.23,0,Inf,0.712864032707754
"19",19,"AGN","Allergan, Plc","Health Care",164.2,10.7,1.64,38.35,256.8,160.07,56668833898,-2888100000,4.820115,0.83,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGN",22231.8,3.58,-2888100000,-7.7,0.848886804302031
"20",20,"AIG","American International Group, Inc.","Financials",58.28,23.2,2.12,-0.76,67.3,57.85,54360073164,0,1.4686536,0.75,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIG",34364,-4.41,0,Inf,0.811339077787692
"21",21,"AIV","Apartment Investment & Management","Real Estate",38.21,15.6,3.88,1.95,46.855,38.85,6156884142,874871000,6.187621,4.69,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIV",3646.79,-0.24,874871000,4.17,0.486603572852418
"22",22,"AIZ","Assurant Inc","Financials",85.16,33.3,2.53,9.08,106.985,85.91,4653993594,0,0.9821866,1.12,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIZ",2005.4,14.37,0,Inf,0.722139833259071
"23",23,"AJG","Arthur J. Gallagher & Co.","Financials",64.4,21.1,2.48,2.54,70.55,53.63,11968488290,8.88e+08,1.9400215,2.92,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJG",3141.2,12.35,8.88e+08,3.54,0.678199235112638
"24",24,"AKAM","Akamai Technologies Inc","Information Technology",62.49,32.6,0,1.79,69.56,44.65,10906904066,789517000,5.8546524,3.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AKAM",864.68,8.9,789517000,1.1,1.08825320126168
"25",25,"ALB","Albemarle Corp","Materials",105.18,26,1.2,5.66,144.99,90.35,11782151266,686030000,5.3666205,2.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALB",1411.6,13.75,686030000,2.06,1.25298284508175
"26",26,"ALGN","Align Technology","Health Care",220.71,56.6,0,2.84,287.32,92.61,18788041378,380326000,13.138819,16.44,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALGN",0,37.8,380326000,0,1.69522485618936
"27",27,"ALK","Alaska Air Group Inc","Industrials",64.04,9.7,1.99,8.28,101.43,59.25,7903173734,1.67e+09,0.9801092,2.21,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALK",1684,9.18,1.67e+09,1.01,1.01559866893567
"28",28,"ALL","Allstate Corp","Financials",90.06,13.3,1.53,4.68,105.36,77.73,34759468905,0,1.2085556,1.67,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALL",6450,4.01,0,Inf,0.703667004241935
"29",29,"ALLE","Allegion","Industrials",77.32,21.1,0.8,2.37,89.81,66.72,7599609494,531800000,4.265232,20.48,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALLE",1417.7,12.64,531800000,2.67,0.831513009509747
"30",30,"ALXN","Alexion Pharmaceuticals","Health Care",108.47,22.2,0,1.77,149.34,96.18,26172439795,1.07e+09,9.720562,2.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALXN",2894.5,12.7,1.07e+09,2.7,1.09963219501326
"31",31,"AMAT","Applied Materials Inc","Information Technology",45.75,14.1,0.82,3.17,60.89,34.58,51296481503,4.34e+09,4.7020154,5.44,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAT",5309,18.68,4.34e+09,1.22,1.56048544368968
"32",32,"AMD","Advanced Micro Devices Inc","Information Technology",11.22,187,0,0.03,15.65,9.7,11191663795,3.39e+08,2.1091955,21.47,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMD",1167,30.23,3.39e+08,3.44,2.34799213825187
"33",33,"AME","AMETEK Inc","Industrials",72.05,27.6,0.76,2.94,78.51,51.31,17139651923,1025763000,4.015368,4.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AME",1832.55,14.23,1025763000,1.79,1.11019769706653
"34",34,"AMG","Affiliated Managers Group Inc","Financials",179.11,12.2,0.64,12.07,216.995,148.81,10442174371,1261400000,4.591235,2.89,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG",1841.4,7.4,1261400000,1.46,1.16436130331203
"35",35,"AMGN","Amgen Inc","Health Care",173.12,13.8,2.98,2.57,201.23,152.16,1.28133e+11,1.19e+10,5.58192,3.91,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN",29350,1.33,1.19e+10,2.46,0.822740234318576
"36",36,"AMP","Ameriprise Financial","Financials",152.5,12.4,2.07,9.44,183.9,118.84,23472126000,0,1.9493247,3.73,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMP",4240,7.37,0,Inf,1.33242100972568
"37",37,"AMT","American Tower Corp A","Real Estate",133.57,20.7,2,1.97,155.28,103.36,59213892640,3792383000,11.954137,9.22,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT",18422.9,7.9,3792383000,4.86,0.367137422794036
"38",38,"AMZN","Amazon.com Inc","Consumer Discretionary",1350.5,296.2,0,6.16,1498,812.5,6.85873e+11,1.61e+10,3.927053,24.28,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMZN",39884,37.11,1.61e+10,2.47,1.86059862050803
"39",39,"ANSS","ANSYS","Information Technology",148.84,42.5,0,2.99,164.9,94.52,13155919129,458515000,16.8134,5.79,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANSS",0,11,458515000,0,1.32836378153446
"40",40,"ANTM","Anthem Inc.","Health Care",230.57,19.2,1.26,14.36,267.95,156.81,61221978627,0,0.6696521,2.28,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANTM",17300,2.63,0,Inf,0.750036176185286
"41",41,"AON","Aon plc","Financials",136.05,20.8,1.02,4.66,152.78,113.2201,35123123422,1.86e+09,3.4972682,6.78,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AON",5665,12.01,1.86e+09,3.05,0.625014133331631
"42",42,"AOS","A.O. Smith Corp","Industrials",60.24,27.8,1.15,1.7,68.39,48.925,10783419933,6.01e+08,3.5754826,6.35,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AOS",193.3,7.44,6.01e+08,0.32,0.791885059943201
"43",43,"APA","Apache Corporation","Energy",37.73,-251.5,2.53,-3.72,57.9,38.14,15066280977,3.27e+09,3.651366,2.22,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APA",8053,27.34,3.27e+09,2.47,1.24263548559484
"44",44,"APC","Anadarko Petroleum Corp","Energy",56.2,-21.3,1.7,-5.9,70,39.96,32129091747,3.12e+09,3.9682212,2.88,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APC",15755,22.27,3.12e+09,5.06,1.40583326668811
"45",45,"APD","Air Products & Chemicals Inc","Materials",152.8,24.2,2.78,13.66,175.17,133.6301,34638387128,2542500000,4.1163683,3.35,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD",3351.7,9.07,2542500000,1.32,0.85537594339293
"46",46,"APH","Amphenol Corp","Information Technology",84.44,25.9,0.86,2.05,93.62,67.26,26955335395,1671700000,3.85675,6.64,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH",2468.3,17.9,1671700000,1.48,1.03008974462964
"47",47,"APTV","Aptiv Plc","Consumer Discretionary",89.27,69.7,0.94,5.05,96.91,82.97,24906530300,2.37e+09,1.5025798,7.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APTV",4084,12.68,2.37e+09,1.72,0.952810523600133
"48",48,"ARE","Alexandria Real Estate Equities Inc","Real Estate",114.58,19,3.03,1.57,134.37,106.89,12043374429,0,10.492155,2.07,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARE",5684,41.68,0,Inf,0.620150473616296
"49",49,"ARNC","Arconic Inc","Industrials",24.45,20.2,0.96,-0.21,31.17,21.755,12123300000,1.52e+09,0.94214815,NA,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARNC",6315,9.44,1.52e+09,4.16,1.16973051518244
"50",50,"ATVI","Activision Blizzard","Information Technology",65.83,31.8,0.43,1.28,74.945,38.93,52518668144,2.7e+09,10.59512,5.16,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATVI",2670,2.49,2.7e+09,0.99,0.852849284342534
"51",51,"AVB","AvalonBay Communities, Inc.","Real Estate",154.94,18,3.71,6.36,199.52,156.01,21856547430,1331579000,10.251216,2.12,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVB",7533.23,3.44,1331579000,5.66,0.461766913008182
"52",52,"AVGO","Broadcom","Information Technology",229.57,15.9,2.95,4.01,285.68,202.61,92791974933,7.02e+09,6.961893,4.4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVGO",17493,18.21,7.02e+09,2.49,1.15798309632296
"53",53,"AVY","Avery Dennison Corp","Materials",110.77,22.1,1.57,3.11,123.67,78.471,10104814319,831200000,1.5206499,8.83,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVY",1295.3,10.83,831200000,1.56,0.827155294375416
"54",54,"AWK","American Water Works Company Inc","Utilities",76.06,26.2,2.13,2.63,92.37,71.89,13906146184,1.71e+09,5.553833,2.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AWK",7577,2.19,1.71e+09,4.43,0.394607117464594
"55",55,"AXP","American Express Co","Financials",88.34,15,1.5,2.9,102.385,75.51,80410990000,0,2.273575,3.75,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXP",58000,11.01,0,Inf,1.08822208905174
"56",56,"AZO","AutoZone Inc","Consumer Discretionary",718.57,16.3,0,44.09,797.89,491.13,19922021415,2347304000,1.8510429,136.23,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO",5156.04,2.4,2347304000,2.2,0.0432935169911543
"57",57,"BA","Boeing Company","Industrials",329.66,27.3,1.96,13.47,361.45,163.69,2.05617e+11,1.25e+10,2.1560605,182.86,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA",10487,6.09,1.25e+10,0.84,1.42647617243492
"58",58,"BAC","Bank of America Corp","Financials",29.74,16.3,1.54,1.55,32.67,22.07,3.21478e+11,0,3.2011874,1.24,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC",229340,10.85,0,Inf,1.06215556726194
"59",59,"BAX","Baxter International Inc.","Health Care",62.56,25.1,0.98,1.29,72.58,48.15,35713732553,1.83e+09,3.4394414,3.77,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX",3485,6.02,1.83e+09,1.9,0.966582775844342
"60",60,"BBT","BB&T Corporation","Financials",51.07,16.3,2.45,2.74,55.99,41.17,42087562920,0,3.4552107,1.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBT",23709,6.91,0,Inf,0.691600177681865
"61",61,"BBY","Best Buy Co. Inc.","Consumer Discretionary",68.79,19.2,1.91,3.81,78.59,41.67,20831186176,2.56e+09,0.76715523,4.79,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY",1280,7.87,2.56e+09,0.5,1.2115283856195
"62",62,"BDX","Becton Dickinson","Health Care",211.44,22.3,1.35,4.65,248.3888,175.66,50910180308,1.54e+09,5.6912947,3.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX",18894,32.17,1.54e+09,12.29,0.985127026322131
"63",63,"BEN","Franklin Resources","Financials",38,12.7,2.33,3,47.65,37.01,21759187973,2711300000,3.399101,1.83,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN",695.9,-1.14,2711300000,0.26,0.798765435277915
"64",65,"BHF","Brighthouse Financial Inc","Financials",55.44,22.6,0,-24.62,75,52.751,7066613254,0,1.4188358,0.51,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHF",3966,54.66,0,Inf,1.26773073078583
"65",66,"BHGE","Baker Hughes, a GE Company","Energy",27.5,305.6,2.5,-0.31,57.73,28.03,32995712852,2.85e+08,1.9390045,2.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHGE",6293,NA,2.85e+08,22.08,0.988716136750451
"66",67,"BIIB","Biogen Inc.","Health Care",311.79,14.3,0,11.94,370.57,244.28,69157726427,6511400000,5.737439,5.51,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB",5931.1,11.78,6511400000,0.91,0.864783973070081
"67",68,"BK","The Bank of New York Mellon Corp.","Financials",53.29,14.8,1.73,3.73,58.99,44.91,56083904906,0,3.3834257,1.49,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK",29163,15.62,0,Inf,0.62364901461412
"68",69,"BLK","BlackRock","Financials",509.38,22.5,2.16,30.3,594.52,368,85907759858,5.68e+09,6.9158196,2.95,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK",5035,4.4,5.68e+09,0.89,1.05800808194243
"69",70,"BLL","Ball Corp","Materials",38.44,20.6,1.02,0.85,43.24,35.6,13767688518,1.32e+09,1.5696399,3.62,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLL",6523,7.61,1.32e+09,4.95,0.770974362029129
"70",71,"BMY","Bristol-Myers Squibb","Health Care",62.69,20.8,2.55,2.65,66.1,51.12,1.02507e+11,5.17e+09,6.503231,6.75,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY",5687,7.13,5.17e+09,1.1,0.939341718796299
"71",73,"BSX","Boston Scientific","Health Care",25.2,20,0,0.07,29.93,23.29,36142506007,1.73e+09,4.055685,4.78,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX",4806,9.5,1.73e+09,2.78,1.49201281733176
"72",74,"BWA","BorgWarner","Consumer Discretionary",51.94,14.2,1.24,0.55,58.22,37.54,11596117445,867900000,1.5831376,2.89,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BWA",2085.6,11.31,867900000,2.4,1.05972060729777
"73",75,"BXP","Boston Properties","Real Estate",112.09,18.1,2.77,2.93,140.13,111.87,17799878487,1546846000,6.839459,3.15,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP",10889.7,3.09,1546846000,7.04,0.680900481095305
"74",76,"C","Citigroup Inc.","Financials",71.87,13.5,1.71,-3.1,80.7,56.14,1.92709e+11,0,2.1857586,0.9,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C",231999,9.74,0,Inf,1.12286530369371
"75",77,"CAG","Conagra Brands","Consumer Staples",35.49,18.2,2.37,1.46,41.68,32.16,14379717835,1281200000,1.8294994,3.86,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG",11545.4,4.58,1281200000,9.01,0.754489134215681
"76",78,"CAH","Cardinal Health Inc.","Health Care",66.63,12.3,2.84,4.04,84.88,54.66,20493281175,1.91e+09,0.21131156,3.03,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH",7999,6.74,1.91e+09,4.18,0.870758217925984
"77",79,"CAT","Caterpillar Inc.","Industrials",145.99,21.2,2.02,1.26,173.24,90.34,91822049046,8.14e+09,2.0468428,5.75,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT",25441,26.43,8.14e+09,3.13,1.43464010421557
"78",80,"CB","Chubb Limited","Financials",140.39,17.5,1.93,8.2,157.5,130.17,68424670566,0,2.0985637,1.35,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB",12457,2.17,0,Inf,0.644928186547094
"79",81,"CBOE","CBOE Holdings","Financials",111.15,35.1,0.94,2.27,138.54,76.75,12998295607,488406000,8.249042,5.15,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBOE",915.1,46.83,488406000,1.87,0.39302999040667
"80",82,"CBS","CBS Corp.","Consumer Discretionary",51.8,12.1,1.35,2.81,70.095,52.75,20431395736,2.84e+09,2.1055017,6.91,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS",9465,8.44,2.84e+09,3.33,0.734659097130458
"81",83,"CCI","Crown Castle International Corp.","Real Estate",103.81,21.5,3.86,1.02,114.97,86.93,44183023189,2292600000,10.125291,3.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI",16313,26.32,2292600000,7.12,0.481915617022942
"82",84,"CCL","Carnival Corp.","Consumer Discretionary",66.76,17.5,2.6,3.58,72.7,54.75,49180044050,4.71e+09,2.8147783,2,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCL",7898,7.83,4.71e+09,1.68,1.13111248266822
"83",85,"CDNS","Cadence Design Systems","Information Technology",36.82,34.1,0,0.74,46,29.01,10890625200,455607000,5.751737,10.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDNS",345.11,8.35,455607000,0.76,1.24319483095996
"84",86,"CELG","Celgene Corp.","Health Care",91.02,13.3,0,3.58,147.17,92.85,74921079154,5.23e+09,5.830071,7.49,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CELG",19742,17.81,5.23e+09,3.77,0.70191688681136
"85",87,"CERN","Cerner","Health Care",61.22,27.1,0,1.84,73.86,51.2617,21101697598,1523440000,5.5560412,4.62,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN",438.78,4.49,1523440000,0.29,0.947639069931669
"86",88,"CF","CF Industries Holdings Inc","Materials",37.46,-59.5,3.04,-1.2,43.98,25.04,9209106695,7.11e+08,3.0044448,2.81,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF",4697,12.78,7.11e+08,6.61,1.24983767240303
"87",89,"CFG","Citizens Financial Group","Financials",42.19,16,1.96,3.27,48.23,31.51,22008050974,0,3.3917346,1.08,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CFG",14433,13.94,0,Inf,0.993785581051333
"88",90,"CHD","Church & Dwight","Consumer Staples",47.38,24.4,1.84,2.92,54.1799,43.21,11838963451,8.68e+08,3.1682448,6.28,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD",1803.5,12.79,8.68e+08,2.08,0.462189233806879
"89",91,"CHRW","C. H. Robinson Worldwide","Industrials",90.47,26,1.99,3.57,100.18,63.41,12932483889,868096000,0.85282737,9.31,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW",1341.3,14.86,868096000,1.55,0.819094358762425
"90",92,"CHTR","Charter Communications","Consumer Discretionary",348.65,162.9,0,34.08,408.83,308.3,86708878113,1.47e+10,2.1208634,2.27,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHTR",69305,4.24,1.47e+10,4.72,0.883805076463645
"91",93,"CI","CIGNA Corp.","Health Care",189.27,18.1,0.02,7.2,227.13,141.93,47680910480,0,1.550762,3.39,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI",25041,8.52,0,Inf,0.921738590357823
"92",94,"CINF","Cincinnati Financial","Financials",70.34,27.5,2.92,3.55,81.98,68.24,11916533018,0,2.756679,1.6,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF",830,8.43,0,Inf,0.720634713852539
"93",95,"CL","Colgate-Palmolive","Consumer Staples",68.95,24,2.28,2.28,77.91,66.26,61616643498,4.06e+09,4.000737,236.42,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL",6519,2.24,4.06e+09,1.6,0.55192891533859
"94",96,"CLX","The Clorox Company","Consumer Staples",127.76,23.4,2.63,5.33,150.4,124.09,16540418002,1.3e+09,2.798683,21.62,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX",2285,2.6,1.3e+09,1.76,0.469893000134289
"95",97,"CMA","Comerica Inc.","Financials",89.18,18.9,1.28,4.13,98.18,64.04,16274969256,0,4.905472,1.96,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA",6463,9.3,0,Inf,0.848507288378699
"96",98,"CMCSA","Comcast Corp.","Consumer Discretionary",38.19,18.5,1.89,4.74,44,34.78,1.86477e+11,2.87e+10,2.1797748,2.65,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA",69711,5.47,2.87e+10,2.43,0.719286986750883
"97",99,"CME","CME Group Inc.","Financials",153.04,32.2,3.68,11.94,163,114.8176,54423298745,2851800000,14.881806,2.51,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME",3419.6,8.62,2851800000,1.2,0.390721455713251
"98",100,"CMG","Chipotle Mexican Grill","Consumer Discretionary",266.01,45.9,0,0.8,499,263,7685283970,401293000,2.5523853,6.11,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG",0,7.93,401293000,0,0.96041025551107
"99",101,"CMI","Cummins Inc.","Industrials",165.73,16.8,2.5,8.23,194.18,143.8301,28669230787,2.92e+09,1.9406168,3.89,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI",1563,18.76,2.92e+09,0.53,0.912671179812799
"100",102,"CMS","CMS Energy","Utilities",41.77,21.4,3.39,1.99,50.85,41.07,11873960824,2.1e+09,2.4711676,2.65,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS",8944,5.85,2.1e+09,4.26,0.285800799673631
"101",103,"CNC","Centene Corporation","Health Care",100.36,19.1,0,3.23,112.42,65.03,18012494506,2.06e+09,0.5028663,2.58,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNC",6379,19.18,2.06e+09,3.09,1.18426834501981
"102",104,"CNP","CenterPoint Energy","Utilities",25.85,19.7,4.21,1,30.45,25.51,11362043297,2.34e+09,1.6262617,3.21,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP",7252,12.52,2.34e+09,3.1,0.329215985515366
"103",105,"COF","Capital One Financial","Financials",91.8,11.9,1.63,3.45,106.5,76.05,47637260000,0,1.5931405,0.94,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF",51821,7.07,0,Inf,1.03855596995915
"104",106,"COG","Cabot Oil & Gas","Energy",23.01,60.6,1.03,-0.92,29.57,21.4,10808821635,404951000,8.636729,4.21,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COG",1218.85,11.44,404951000,3.01,0.548514161365123
"105",107,"COO","The Cooper Companies","Health Care",223.17,23,0.03,7.52,256.39,187.02,11297958140,615700000,6.8538465,3.57,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO",1985.7,18.41,615700000,3.23,0.997374775051871
"106",108,"COP","ConocoPhillips","Energy",53.24,72.9,2.05,-0.65,61.315,42.265,65482462410,5.33e+09,2.0764177,2.16,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP",14902,25.45,5.33e+09,2.8,1.17706119066076
"107",109,"COST","Costco Wholesale Corp.","Consumer Staples",178.61,30.7,1.09,6.09,199.88,150,80439804508,5.68e+09,0.61203885,7.24,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST",6480,9.12,5.68e+09,1.14,0.980888422564408
"108",110,"COTY","Coty, Inc","Consumer Staples",19.96,24.6,2.86,-0.63,21.175,14.24,13101112504,211400000,2.0061796,1.37,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COTY",7789.7,4.34,211400000,36.85,1.2037867538537
"109",111,"CPB","Campbell Soup","Consumer Staples",44.83,14.8,3.13,2.89,64.23,43.5,13467193376,1.68e+09,2.3898203,7.91,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB",8001,17.44,1.68e+09,4.75,0.259803882675996
"110",112,"CRM","Salesforce.com","Information Technology",104.03,520.2,0,0.27,114.52,79.63,79489115000,925804000,10.3738785,8.81,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM",3369,25.69,925804000,3.64,1.78786835879709
"111",113,"CSCO","Cisco Systems","Information Technology",38.77,17.9,2.88,1.91,42.98,30.36,1.99426e+11,1.54e+10,5.484418,3.07,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO",18323,5.18,1.54e+10,1.19,1.28479442719611
"112",114,"CSX","CSX Corp.","Industrials",50.47,21.9,1.51,6.07,60.04,45.41,47340511707,5e+09,4.216355,4.27,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX",14739,7.38,5e+09,2.95,1.06782080182989
"113",115,"CTAS","Cintas Corporation","Industrials",149.32,32.8,1.03,4.38,169.96,113.79,16676145923,1097295000,2.7614057,6.53,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS",2536.41,11.18,1097295000,2.31,1.08823917915937
